location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Slovenia,2021-07-02,80+,68.64,56.78
Slovenia,2021-07-09,18-24,29.96,23.18
Slovenia,2021-07-09,25-49,34.82,28.31
Slovenia,2021-07-09,50-59,52.67,45.68
Slovenia,2021-07-09,60-69,63.68,58.33
Slovenia,2021-07-09,70-79,75.55,69.43
Slovenia,2021-07-09,80+,69.17,57.22
Slovenia,2021-07-16,18-24,31.66,25.85
Slovenia,2021-07-16,25-49,36.26,30.2
Slovenia,2021-07-16,50-59,54.2,47.08
Slovenia,2021-07-16,60-69,64.89,59.33
Slovenia,2021-07-16,70-79,76.48,70.07
Slovenia,2021-07-16,80+,69.75,57.72
Slovenia,2021-07-23,18-24,33.5,27.71
Slovenia,2021-07-23,25-49,37.67,31.65
Slovenia,2021-07-23,50-59,55.63,48.27
Slovenia,2021-07-23,60-69,66.02,60.2
Slovenia,2021-07-23,70-79,77.38,70.68
Slovenia,2021-07-23,80+,70.3,58.42
Slovenia,2021-07-30,18-24,35.28,29.35
Slovenia,2021-07-30,25-49,38.98,32.92
Slovenia,2021-07-30,50-59,56.98,49.41
Slovenia,2021-07-30,60-69,67.08,61.19
Slovenia,2021-07-30,70-79,78.23,71.54
Slovenia,2021-07-30,80+,70.81,59.37
Slovenia,2021-08-06,18-24,36.65,30.86
Slovenia,2021-08-06,25-49,40.01,34.07
Slovenia,2021-08-06,50-59,58.0,50.64
Slovenia,2021-08-06,60-69,67.92,62.28
Slovenia,2021-08-06,70-79,78.99,72.46
Slovenia,2021-08-06,80+,71.31,60.39
Slovenia,2021-08-13,18-24,37.91,32.44
Slovenia,2021-08-13,25-49,40.83,35.19
Slovenia,2021-08-13,50-59,58.81,51.75
Slovenia,2021-08-13,60-69,68.58,63.25
Slovenia,2021-08-13,70-79,79.58,73.31
Slovenia,2021-08-13,80+,71.74,61.12
Slovenia,2021-08-20,18-24,39.39,34.09
Slovenia,2021-08-20,25-49,41.73,36.33
Slovenia,2021-08-20,50-59,59.76,52.93
Slovenia,2021-08-20,60-69,69.33,64.25
Slovenia,2021-08-20,70-79,80.36,74.18
Slovenia,2021-08-20,80+,72.49,61.79
Slovenia,2021-08-27,18-24,40.84,35.51
Slovenia,2021-08-27,25-49,42.71,37.36
Slovenia,2021-08-27,50-59,60.66,53.92
Slovenia,2021-08-27,60-69,70.02,65.1
Slovenia,2021-08-27,70-79,81.04,74.98
Slovenia,2021-08-27,80+,73.15,62.69
Slovenia,2021-09-03,18-24,41.98,36.81
Slovenia,2021-09-03,25-49,43.59,38.24
Slovenia,2021-09-03,50-59,61.4,54.7
Slovenia,2021-09-03,60-69,70.64,65.81
Slovenia,2021-09-03,70-79,81.59,75.59
Slovenia,2021-09-03,80+,73.63,63.22
Slovenia,2021-09-10,18-24,43.53,38.39
Slovenia,2021-09-10,25-49,45.07,39.41
Slovenia,2021-09-10,50-59,62.66,55.87
Slovenia,2021-09-10,60-69,71.67,66.74
Slovenia,2021-09-10,70-79,82.48,76.58
Slovenia,2021-09-10,80+,74.37,64.88
Slovenia,2021-09-17,18-24,47.82,40.8
Slovenia,2021-09-17,25-49,49.0,41.64
Slovenia,2021-09-17,50-59,66.31,58.09
Slovenia,2021-09-17,60-69,74.39,68.3
Slovenia,2021-09-17,70-79,84.77,78.4
Slovenia,2021-09-17,80+,76.11,68.06
Slovenia,2021-09-24,18-24,49.9,42.34
Slovenia,2021-09-24,25-49,50.5,42.89
Slovenia,2021-09-24,50-59,67.62,59.37
Slovenia,2021-09-24,60-69,75.47,69.33
Slovenia,2021-09-24,70-79,85.81,79.89
Slovenia,2021-09-24,80+,77.16,71.5
Spain,2021-01-08,18-24,0.29,0.0
Spain,2021-01-08,25-49,0.81,0.0
Spain,2021-01-08,50-59,1.03,0.0
Spain,2021-01-08,60-69,0.81,0.0
Spain,2021-01-08,70-79,0.71,0.0
Spain,2021-01-08,80+,4.67,0.0
Spain,2021-01-15,18-24,0.75,0.0
Spain,2021-01-15,25-49,2.17,0.0
Spain,2021-01-15,50-59,2.71,0.0
Spain,2021-01-15,60-69,2.05,0.0
Spain,2021-01-15,70-79,1.08,0.01
Spain,2021-01-15,80+,6.99,0.03
Spain,2021-01-22,18-24,1.03,0.05
Spain,2021-01-22,25-49,2.88,0.14
Spain,2021-01-22,50-59,3.63,0.2
Spain,2021-01-22,60-69,2.72,0.16
Spain,2021-01-22,70-79,1.22,0.2
Spain,2021-01-22,80+,7.75,1.2
Spain,2021-01-29,18-24,1.15,0.25
Spain,2021-01-29,25-49,3.12,0.72
Spain,2021-01-29,50-59,3.95,0.93
Spain,2021-01-29,60-69,2.94,0.73
Spain,2021-01-29,70-79,1.27,0.64
Spain,2021-01-29,80+,8.04,4.24
Spain,2021-02-05,18-24,1.27,0.63
Spain,2021-02-05,25-49,3.32,1.9
Spain,2021-02-05,50-59,4.18,2.4
Spain,2021-02-05,60-69,3.1,1.83
Spain,2021-02-05,70-79,1.33,0.99
Spain,2021-02-05,80+,8.34,6.38
Spain,2021-02-12,18-24,1.55,0.95
Spain,2021-02-12,25-49,3.91,2.71
Spain,2021-02-12,50-59,4.79,3.43
Spain,2021-02-12,60-69,3.48,2.57
Spain,2021-02-12,70-79,1.41,1.15
Spain,2021-02-12,80+,8.97,7.29
Spain,2021-02-19,18-24,2.09,1.11
Spain,2021-02-19,25-49,4.76,3.02
Spain,2021-02-19,50-59,5.68,3.84
Spain,2021-02-19,60-69,4.0,2.86
Spain,2021-02-19,70-79,1.65,1.22
Spain,2021-02-19,80+,14.25,7.68
Spain,2021-02-26,18-24,2.73,1.21
Spain,2021-02-26,25-49,6.18,3.18
Spain,2021-02-26,50-59,6.82,4.02
Spain,2021-02-26,60-69,4.55,3.0
Spain,2021-02-26,70-79,2.16,1.28
Spain,2021-02-26,80+,25.48,8.01
Spain,2021-03-05,18-24,3.23,1.37
Spain,2021-03-05,25-49,7.72,3.53
Spain,2021-03-05,50-59,7.93,4.44
Spain,2021-03-05,60-69,4.91,3.3
Spain,2021-03-05,70-79,2.67,1.36
Spain,2021-03-05,80+,39.07,8.63
Spain,2021-03-12,18-24,3.84,1.68
Spain,2021-03-12,25-49,9.07,4.01
Spain,2021-03-12,50-59,9.18,5.04
Spain,2021-03-12,60-69,5.1,3.87
Spain,2021-03-12,70-79,2.98,1.59
Spain,2021-03-12,80+,48.25,13.7
Spain,2021-03-19,18-24,4.0,1.96
Spain,2021-03-19,25-49,9.29,4.37
Spain,2021-03-19,50-59,9.4,5.54
Spain,2021-03-19,60-69,5.21,4.44
Spain,2021-03-19,70-79,3.16,2.06
Spain,2021-03-19,80+,54.64,23.78
Spain,2021-03-26,18-24,4.73,2.11
Spain,2021-03-26,25-49,10.35,4.56
Spain,2021-03-26,50-59,10.95,5.81
Spain,2021-03-26,60-69,8.07,4.8
Spain,2021-03-26,70-79,3.49,2.56
Spain,2021-03-26,80+,64.47,36.94
Spain,2021-04-02,18-24,5.1,2.15
Spain,2021-04-02,25-49,10.97,4.62
Spain,2021-04-02,50-59,11.9,5.91
Spain,2021-04-02,60-69,14.75,4.94
Spain,2021-04-02,70-79,5.06,2.83
Spain,2021-04-02,80+,79.59,44.73
Spain,2021-04-09,18-24,5.41,2.21
Spain,2021-04-09,25-49,11.27,4.7
Spain,2021-04-09,50-59,12.42,6.02
Spain,2021-04-09,60-69,26.93,5.09
Spain,2021-04-09,70-79,19.68,3.03
Spain,2021-04-09,80+,94.73,51.76
Spain,2021-04-16,18-24,5.5,2.29
Spain,2021-04-16,25-49,11.42,4.78
Spain,2021-04-16,50-59,12.72,6.13
Spain,2021-04-16,60-69,37.54,5.24
Spain,2021-04-16,70-79,44.1,3.3
Spain,2021-04-16,80+,98.39,60.86
Spain,2021-04-23,18-24,5.61,2.33
Spain,2021-04-23,25-49,11.6,4.85
Spain,2021-04-23,50-59,13.08,6.22
Spain,2021-04-23,60-69,45.59,5.47
Spain,2021-04-23,70-79,65.21,5.03
Spain,2021-04-23,80+,99.81,76.55
Spain,2021-04-30,18-24,5.74,2.41
Spain,2021-04-30,25-49,11.78,4.94
Spain,2021-04-30,50-59,13.42,6.34
Spain,2021-04-30,60-69,55.8,6.34
Spain,2021-04-30,70-79,83.74,20.69
Spain,2021-04-30,80+,100.6,92.73
Spain,2021-05-07,18-24,5.96,2.49
Spain,2021-05-07,25-49,12.05,5.07
Spain,2021-05-07,50-59,15.92,6.53
Spain,2021-05-07,60-69,74.96,6.98
Spain,2021-05-07,70-79,92.52,43.95
Spain,2021-05-07,80+,101.11,97.09
Spain,2021-05-14,18-24,6.27,2.59
Spain,2021-05-14,25-49,12.52,5.28
Spain,2021-05-14,50-59,27.32,7.02
Spain,2021-05-14,60-69,84.61,7.64
Spain,2021-05-14,70-79,95.19,65.13
Spain,2021-05-14,80+,101.5,98.7
Spain,2021-05-21,18-24,6.69,2.73
Spain,2021-05-21,25-49,13.03,5.49
Spain,2021-05-21,50-59,43.67,8.35
Spain,2021-05-21,60-69,87.91,9.94
Spain,2021-05-21,70-79,96.34,82.18
Spain,2021-05-21,80+,101.77,99.45
Spain,2021-05-28,18-24,6.94,3.08
Spain,2021-05-28,25-49,13.49,6.31
Spain,2021-05-28,50-59,59.18,11.75
Spain,2021-05-28,60-69,89.64,16.07
Spain,2021-05-28,70-79,97.01,91.24
Spain,2021-05-28,80+,101.96,99.95
Spain,2021-06-04,18-24,7.23,3.86
Spain,2021-06-04,25-49,15.3,8.25
Spain,2021-06-04,50-59,75.8,23.04
Spain,2021-06-04,60-69,90.95,21.77
Spain,2021-06-04,70-79,97.37,94.25
Spain,2021-06-04,80+,102.1,100.31
Spain,2021-06-11,18-24,7.53,4.65
Spain,2021-06-11,25-49,22.35,10.38
Spain,2021-06-11,50-59,83.97,39.24
Spain,2021-06-11,60-69,92.11,25.23
Spain,2021-06-11,70-79,97.64,95.63
Spain,2021-06-11,80+,102.23,100.59
Spain,2021-06-18,18-24,7.86,5.47
Spain,2021-06-18,25-49,31.66,12.22
Spain,2021-06-18,50-59,86.82,53.63
Spain,2021-06-18,60-69,93.2,30.01
Spain,2021-06-18,70-79,97.82,96.34
Spain,2021-06-18,80+,102.32,100.78
Spain,2021-06-25,18-24,8.3,6.2
Spain,2021-06-25,25-49,40.55,15.0
Spain,2021-06-25,50-59,88.21,70.14
Spain,2021-06-25,60-69,93.9,41.06
Spain,2021-06-25,70-79,97.95,96.72
Spain,2021-06-25,80+,102.39,100.91
Spain,2021-07-02,18-24,9.65,6.88
Spain,2021-07-02,25-49,49.8,21.59
Spain,2021-07-02,50-59,89.43,78.71
Spain,2021-07-02,60-69,94.6,53.93
Spain,2021-07-02,70-79,98.09,97.01
Spain,2021-07-02,80+,102.46,101.03
Spain,2021-07-09,18-24,13.63,7.56
Spain,2021-07-09,25-49,57.06,29.83
Spain,2021-07-09,50-59,90.26,81.71
Spain,2021-07-09,60-69,95.19,69.33
Spain,2021-07-09,70-79,98.19,97.22
Spain,2021-07-09,80+,102.52,101.11
Spain,2021-07-16,18-24,20.1,8.29
Spain,2021-07-16,25-49,63.58,37.89
Spain,2021-07-16,50-59,90.93,83.35
Spain,2021-07-16,60-69,95.73,79.72
Spain,2021-07-16,70-79,98.28,97.37
Spain,2021-07-16,80+,102.57,101.18
Spain,2021-07-23,18-24,29.8,9.38
Spain,2021-07-23,25-49,69.01,45.7
Spain,2021-07-23,50-59,91.55,84.56
Spain,2021-07-23,60-69,96.17,85.77
Spain,2021-07-23,70-79,98.36,97.54
Spain,2021-07-23,80+,102.62,101.25
Spain,2021-07-30,18-24,42.96,11.76
Spain,2021-07-30,25-49,73.44,51.33
Spain,2021-07-30,50-59,92.01,85.21
Spain,2021-07-30,60-69,96.53,89.08
Spain,2021-07-30,70-79,98.43,97.64
Spain,2021-07-30,80+,102.67,101.31
Spain,2021-08-06,18-24,55.0,14.51
Spain,2021-08-06,25-49,76.42,56.67
Spain,2021-08-06,50-59,92.46,85.66
Spain,2021-08-06,60-69,96.89,90.49
Spain,2021-08-06,70-79,98.5,97.72
Spain,2021-08-06,80+,102.71,101.35
Spain,2021-08-13,18-24,67.14,20.84
Spain,2021-08-13,25-49,78.18,61.44
Spain,2021-08-13,50-59,92.91,85.96
Spain,2021-08-13,60-69,97.22,91.3
Spain,2021-08-13,70-79,98.57,97.79
Spain,2021-08-13,80+,102.76,101.4
Spain,2021-08-20,18-24,71.77,32.56
Spain,2021-08-20,25-49,79.39,65.52
Spain,2021-08-20,50-59,93.34,86.19
Spain,2021-08-20,60-69,97.6,91.79
Spain,2021-08-20,70-79,98.65,97.85
Spain,2021-08-20,80+,102.81,101.44
Spain,2021-08-27,18-24,74.63,44.5
Spain,2021-08-27,25-49,80.46,68.5
Spain,2021-08-27,50-59,93.7,86.43
Spain,2021-08-27,60-69,97.83,92.27
Spain,2021-08-27,70-79,98.7,97.91
Spain,2021-08-27,80+,102.84,101.48
Spain,2021-09-03,18-24,77.49,56.39
Spain,2021-09-03,25-49,81.37,70.42
Spain,2021-09-03,50-59,94.03,86.69
Spain,2021-09-03,60-69,98.02,92.67
Spain,2021-09-03,70-79,98.74,97.98
Spain,2021-09-03,80+,102.87,101.53
Spain,2021-09-10,18-24,79.69,61.19
Spain,2021-09-10,25-49,82.11,71.52
Spain,2021-09-10,50-59,94.28,86.89
Spain,2021-09-10,60-69,98.2,93.04
Spain,2021-09-10,70-79,98.79,98.05
Spain,2021-09-10,80+,102.9,101.56
Spain,2021-09-17,18-24,81.17,63.65
Spain,2021-09-17,25-49,82.68,72.33
Spain,2021-09-17,50-59,94.46,87.04
Spain,2021-09-17,60-69,98.32,93.26
Spain,2021-09-17,70-79,98.83,98.1
Spain,2021-09-17,80+,102.93,101.6
Spain,2021-09-24,18-24,82.23,65.45
Spain,2021-09-24,25-49,83.1,72.98
Spain,2021-09-24,50-59,94.59,87.17
Spain,2021-09-24,60-69,98.41,93.46
Spain,2021-09-24,70-79,98.86,98.15
Spain,2021-09-24,80+,102.96,101.64
Spain,2021-10-01,18-24,82.55,66.06
Spain,2021-10-01,25-49,83.23,73.21
Spain,2021-10-01,50-59,94.63,87.22
Spain,2021-10-01,60-69,98.44,93.52
Spain,2021-10-01,70-79,98.87,98.17
Spain,2021-10-01,80+,102.96,101.65
Sweden,2021-01-01,18-24,0.0,0.0
Sweden,2021-01-01,25-49,0.0,0.0
Sweden,2021-01-01,50-59,0.01,0.0
Sweden,2021-01-01,60-69,0.01,0.0
Sweden,2021-01-01,70-79,0.04,0.0
Sweden,2021-01-01,80+,0.3,0.0
Sweden,2021-01-08,18-24,0.07,0.0
Sweden,2021-01-08,25-49,0.16,0.0
Sweden,2021-01-08,50-59,0.33,0.0
Sweden,2021-01-08,60-69,0.36,0.0
Sweden,2021-01-08,70-79,0.87,0.0
Sweden,2021-01-08,80+,5.46,0.0
Sweden,2021-01-15,18-24,0.32,0.0
Sweden,2021-01-15,25-49,0.72,0.0
Sweden,2021-01-15,50-59,1.24,0.0
Sweden,2021-01-15,60-69,1.15,0.0
Sweden,2021-01-15,70-79,1.81,0.0
Sweden,2021-01-15,80+,10.66,0.01
Sweden,2021-01-22,18-24,0.79,0.01
Sweden,2021-01-22,25-49,1.63,0.02
Sweden,2021-01-22,50-59,2.64,0.05
Sweden,2021-01-22,60-69,2.34,0.07
Sweden,2021-01-22,70-79,2.93,0.19
Sweden,2021-01-22,80+,15.81,1.26
Sweden,2021-01-29,18-24,1.12,0.03
Sweden,2021-01-29,25-49,2.19,0.09
Sweden,2021-01-29,50-59,3.53,0.2
Sweden,2021-01-29,60-69,3.09,0.26
Sweden,2021-01-29,70-79,3.61,0.65
Sweden,2021-01-29,80+,18.89,4.05
Sweden,2021-02-05,18-24,1.32,0.19
Sweden,2021-02-05,25-49,2.49,0.45
Sweden,2021-02-05,50-59,4.04,0.82
Sweden,2021-02-05,60-69,3.57,0.79
Sweden,2021-02-05,70-79,4.21,1.35
Sweden,2021-02-05,80+,21.45,8.14
Sweden,2021-02-12,18-24,1.53,0.42
Sweden,2021-02-12,25-49,2.8,0.93
Sweden,2021-02-12,50-59,4.52,1.6
Sweden,2021-02-12,60-69,4.02,1.52
Sweden,2021-02-12,70-79,4.85,2.26
Sweden,2021-02-12,80+,24.6,12.78
Sweden,2021-02-19,18-24,1.96,0.83
Sweden,2021-02-19,25-49,3.34,1.7
Sweden,2021-02-19,50-59,5.32,2.82
Sweden,2021-02-19,60-69,4.69,2.51
Sweden,2021-02-19,70-79,5.8,3.09
Sweden,2021-02-19,80+,28.47,16.4
Sweden,2021-02-26,18-24,2.51,1.13
Sweden,2021-02-26,25-49,4.07,2.18
Sweden,2021-02-26,50-59,6.38,3.58
Sweden,2021-02-26,60-69,5.63,3.15
Sweden,2021-02-26,70-79,7.06,3.65
Sweden,2021-02-26,80+,35.14,18.82
Sweden,2021-03-05,18-24,3.24,1.27
Sweden,2021-03-05,25-49,5.29,2.42
Sweden,2021-03-05,50-59,7.99,3.96
Sweden,2021-03-05,60-69,6.99,3.54
Sweden,2021-03-05,70-79,8.74,4.21
Sweden,2021-03-05,80+,44.71,21.36
Sweden,2021-03-12,18-24,3.92,1.36
Sweden,2021-03-12,25-49,6.32,2.56
Sweden,2021-03-12,50-59,9.3,4.2
Sweden,2021-03-12,60-69,8.33,3.9
Sweden,2021-03-12,70-79,11.57,5.0
Sweden,2021-03-12,80+,59.88,24.76
Sweden,2021-03-19,18-24,4.07,1.44
Sweden,2021-03-19,25-49,6.54,2.7
Sweden,2021-03-19,50-59,9.62,4.44
Sweden,2021-03-19,60-69,8.84,4.37
Sweden,2021-03-19,70-79,15.06,6.09
Sweden,2021-03-19,80+,72.09,30.34
Sweden,2021-03-26,18-24,4.17,1.51
Sweden,2021-03-26,25-49,6.66,2.82
Sweden,2021-03-26,50-59,9.82,4.65
Sweden,2021-03-26,60-69,9.33,4.95
Sweden,2021-03-26,70-79,21.46,7.45
Sweden,2021-03-26,80+,81.93,37.88
Sweden,2021-04-02,18-24,4.25,1.57
Sweden,2021-04-02,25-49,6.76,2.91
Sweden,2021-04-02,50-59,9.99,4.82
Sweden,2021-04-02,60-69,10.3,5.37
Sweden,2021-04-02,70-79,36.31,8.67
Sweden,2021-04-02,80+,88.04,46.31
Sweden,2021-04-09,18-24,4.35,1.63
Sweden,2021-04-09,25-49,6.87,3.0
Sweden,2021-04-09,50-59,10.16,4.98
Sweden,2021-04-09,60-69,13.24,5.73
Sweden,2021-04-09,70-79,56.38,10.62
Sweden,2021-04-09,80+,90.6,58.22
Sweden,2021-04-16,18-24,4.51,1.68
Sweden,2021-04-16,25-49,7.1,3.09
Sweden,2021-04-16,50-59,10.52,5.12
Sweden,2021-04-16,60-69,27.88,6.03
Sweden,2021-04-16,70-79,79.07,12.66
Sweden,2021-04-16,80+,92.11,64.86
Sweden,2021-04-23,18-24,4.94,1.73
Sweden,2021-04-23,25-49,7.64,3.15
Sweden,2021-04-23,50-59,12.31,5.23
Sweden,2021-04-23,60-69,51.1,6.28
Sweden,2021-04-23,70-79,88.79,13.97
Sweden,2021-04-23,80+,92.8,68.06
Sweden,2021-04-30,18-24,5.7,1.8
Sweden,2021-04-30,25-49,8.68,3.24
Sweden,2021-04-30,50-59,18.78,5.37
Sweden,2021-04-30,60-69,70.62,6.48
Sweden,2021-04-30,70-79,91.54,15.03
Sweden,2021-04-30,80+,93.18,69.63
Sweden,2021-05-07,18-24,6.77,1.96
Sweden,2021-05-07,25-49,10.65,3.5
Sweden,2021-05-07,50-59,30.2,5.77
Sweden,2021-05-07,60-69,80.21,7.01
Sweden,2021-05-07,70-79,92.61,20.11
Sweden,2021-05-07,80+,93.49,77.6
Sweden,2021-05-14,18-24,7.8,2.32
Sweden,2021-05-14,25-49,12.63,4.03
Sweden,2021-05-14,50-59,42.25,6.52
Sweden,2021-05-14,60-69,83.68,7.84
Sweden,2021-05-14,70-79,93.25,28.05
Sweden,2021-05-14,80+,93.71,82.72
Sweden,2021-05-21,18-24,8.66,2.93
Sweden,2021-05-21,25-49,14.71,4.88
Sweden,2021-05-21,50-59,53.71,7.75
Sweden,2021-05-21,60-69,85.26,10.39
Sweden,2021-05-21,70-79,93.73,39.37
Sweden,2021-05-21,80+,93.96,84.95
Sweden,2021-05-28,18-24,9.39,3.47
Sweden,2021-05-28,25-49,16.97,5.67
Sweden,2021-05-28,50-59,61.3,9.01
Sweden,2021-05-28,60-69,86.19,19.11
Sweden,2021-05-28,70-79,94.12,53.06
Sweden,2021-05-28,80+,94.08,86.22
Sweden,2021-06-04,18-24,9.99,4.23
Sweden,2021-06-04,25-49,19.87,6.75
Sweden,2021-06-04,50-59,68.94,11.54
Sweden,2021-06-04,60-69,87.05,36.13
Sweden,2021-06-04,70-79,94.46,62.79
Sweden,2021-06-04,80+,94.2,87.24
Sweden,2021-06-11,18-24,10.7,5.23
Sweden,2021-06-11,25-49,24.75,8.16
Sweden,2021-06-11,50-59,75.5,18.33
Sweden,2021-06-11,60-69,87.85,53.13
Sweden,2021-06-11,70-79,94.75,69.97
Sweden,2021-06-11,80+,94.3,88.03
Sweden,2021-06-18,18-24,11.51,6.35
Sweden,2021-06-18,25-49,31.38,10.2
Sweden,2021-06-18,50-59,79.93,29.34
Sweden,2021-06-18,60-69,88.47,66.4
Sweden,2021-06-18,70-79,94.99,79.36
Sweden,2021-06-18,80+,94.39,89.01
Sweden,2021-06-25,18-24,12.32,7.31
Sweden,2021-06-25,25-49,38.49,12.01
Sweden,2021-06-25,50-59,82.37,39.2
Sweden,2021-06-25,60-69,88.97,74.72
Sweden,2021-06-25,70-79,95.18,84.73
Sweden,2021-06-25,80+,94.46,89.59
Sweden,2021-07-02,18-24,15.33,8.15
Sweden,2021-07-02,25-49,48.9,14.13
Sweden,2021-07-02,50-59,84.07,50.13
Sweden,2021-07-02,60-69,89.41,80.01
Sweden,2021-07-02,70-79,95.36,88.61
Sweden,2021-07-02,80+,94.53,90.11
Sweden,2021-07-09,18-24,24.69,8.71
Sweden,2021-07-09,25-49,57.34,15.84
Sweden,2021-07-09,50-59,84.99,57.42
Sweden,2021-07-09,60-69,89.72,82.61
Sweden,2021-07-09,70-79,95.5,90.84
Sweden,2021-07-09,80+,94.59,90.33
Sweden,2021-07-16,18-24,39.16,9.24
Sweden,2021-07-16,25-49,63.44,17.42
Sweden,2021-07-16,50-59,85.71,63.31
Sweden,2021-07-16,60-69,89.98,84.03
Sweden,2021-07-16,70-79,95.61,91.59
Sweden,2021-07-16,80+,94.64,90.44
Sweden,2021-07-23,18-24,50.05,9.85
Sweden,2021-07-23,25-49,67.23,20.65
Sweden,2021-07-23,50-59,86.29,68.95
Sweden,2021-07-23,60-69,90.22,85.1
Sweden,2021-07-23,70-79,95.69,91.99
Sweden,2021-07-23,80+,94.68,90.56
Sweden,2021-07-30,18-24,55.8,10.59
Sweden,2021-07-30,25-49,69.43,25.76
Sweden,2021-07-30,50-59,86.76,74.02
Sweden,2021-07-30,60-69,90.43,85.83
Sweden,2021-07-30,70-79,95.79,92.27
Sweden,2021-07-30,80+,94.72,90.65
Sweden,2021-08-06,18-24,58.89,11.79
Sweden,2021-08-06,25-49,71.03,32.25
Sweden,2021-08-06,50-59,87.16,77.98
Sweden,2021-08-06,60-69,90.63,86.41
Sweden,2021-08-06,70-79,95.88,92.49
Sweden,2021-08-06,80+,94.75,90.73
Sweden,2021-08-13,18-24,61.31,13.87
Sweden,2021-08-13,25-49,72.44,40.3
Sweden,2021-08-13,50-59,87.53,80.61
Sweden,2021-08-13,60-69,90.8,86.96
Sweden,2021-08-13,70-79,95.96,92.7
Sweden,2021-08-13,80+,94.79,90.8
Sweden,2021-08-20,18-24,63.55,20.39
Sweden,2021-08-20,25-49,73.69,49.8
Sweden,2021-08-20,50-59,87.88,82.34
Sweden,2021-08-20,60-69,90.95,87.43
Sweden,2021-08-20,70-79,96.04,92.9
Sweden,2021-08-20,80+,94.83,90.88
Sweden,2021-08-27,18-24,65.73,31.77
Sweden,2021-08-27,25-49,74.88,57.56
Sweden,2021-08-27,50-59,88.22,83.39
Sweden,2021-08-27,60-69,91.11,87.8
Sweden,2021-08-27,70-79,96.11,93.07
Sweden,2021-08-27,80+,94.86,90.95
Sweden,2021-09-03,18-24,67.65,42.69
Sweden,2021-09-03,25-49,75.97,62.79
Sweden,2021-09-03,50-59,88.56,84.16
Sweden,2021-09-03,60-69,91.27,88.13
Sweden,2021-09-03,70-79,96.19,93.23
Sweden,2021-09-03,80+,94.91,91.01
Sweden,2021-09-10,18-24,69.3,50.18
Sweden,2021-09-10,25-49,76.93,66.17
Sweden,2021-09-10,50-59,88.88,84.84
Sweden,2021-09-10,60-69,91.44,88.48
Sweden,2021-09-10,70-79,96.27,93.42
Sweden,2021-09-10,80+,94.95,91.1
Sweden,2021-09-17,18-24,70.7,55.34
Sweden,2021-09-17,25-49,77.76,68.62
Sweden,2021-09-17,50-59,89.18,85.47
Sweden,2021-09-17,60-69,91.6,88.89
Sweden,2021-09-17,70-79,96.34,93.75
Sweden,2021-09-17,80+,95.0,91.26
Sweden,2021-09-24,18-24,71.79,58.49
Sweden,2021-09-24,25-49,78.39,70.29
Sweden,2021-09-24,50-59,89.41,86.0
Sweden,2021-09-24,60-69,91.72,89.28
Sweden,2021-09-24,70-79,96.41,94.11
Sweden,2021-09-24,80+,95.04,91.49
Sweden,2021-10-01,18-24,72.03,59.27
Sweden,2021-10-01,25-49,78.53,70.74
Sweden,2021-10-01,50-59,89.46,86.14
Sweden,2021-10-01,60-69,91.75,89.4
Sweden,2021-10-01,70-79,96.42,94.21
Sweden,2021-10-01,80+,95.05,91.55
Uruguay,2021-02-27,12-17,0.0,0.0
Uruguay,2021-02-27,18-24,0.01,0.0
Uruguay,2021-02-27,25-34,0.02,0.0
Uruguay,2021-02-27,35-44,0.03,0.0
Uruguay,2021-02-27,45-54,0.02,0.0
Uruguay,2021-02-27,55-64,0.01,0.0
Uruguay,2021-02-27,65-74,0.0,0.0
Uruguay,2021-02-27,75+,0.0,0.0
Uruguay,2021-02-28,12-17,0.0,0.0
Uruguay,2021-02-28,18-24,0.01,0.0
Uruguay,2021-02-28,25-34,0.02,0.0
Uruguay,2021-02-28,35-44,0.03,0.0
Uruguay,2021-02-28,45-54,0.02,0.0
Uruguay,2021-02-28,55-64,0.01,0.0
Uruguay,2021-02-28,65-74,0.0,0.0
Uruguay,2021-02-28,75+,0.0,0.0
Uruguay,2021-03-01,12-17,0.0,0.0
Uruguay,2021-03-01,18-24,0.32,0.0
Uruguay,2021-03-01,25-34,0.88,0.0
Uruguay,2021-03-01,35-44,1.29,0.0
Uruguay,2021-03-01,45-54,1.13,0.0
Uruguay,2021-03-01,55-64,0.43,0.0
Uruguay,2021-03-01,65-74,0.0,0.0
Uruguay,2021-03-01,75+,0.0,0.0
Uruguay,2021-03-02,12-17,0.0,0.0
Uruguay,2021-03-02,18-24,0.65,0.0
Uruguay,2021-03-02,25-34,1.63,0.0
Uruguay,2021-03-02,35-44,2.3,0.0
Uruguay,2021-03-02,45-54,1.95,0.0
Uruguay,2021-03-02,55-64,0.74,0.0
Uruguay,2021-03-02,65-74,0.0,0.0
Uruguay,2021-03-02,75+,0.0,0.0
Uruguay,2021-03-03,12-17,0.0,0.0
Uruguay,2021-03-03,18-24,1.13,0.0
Uruguay,2021-03-03,25-34,2.71,0.0
Uruguay,2021-03-03,35-44,3.78,0.0
Uruguay,2021-03-03,45-54,3.15,0.0
Uruguay,2021-03-03,55-64,1.18,0.0
Uruguay,2021-03-03,65-74,0.0,0.0
Uruguay,2021-03-03,75+,0.0,0.0
Uruguay,2021-03-04,12-17,0.0,0.0
Uruguay,2021-03-04,18-24,1.35,0.0
Uruguay,2021-03-04,25-34,3.21,0.0
